2026-02-12	japantimes	698d63b76e6392ce6c8cba37	 Japan investors remain wary Takaichi will spur another meltdown 
2026-02-13	japantimes	698ec846c1fa2e60d4ea16cc	 Japan seizes Chinese fishing vessel and arrests captain 
2026-02-13	japantimes	698ec83bc1fa2e60d4ea16b8	 Japanese skier hits back at trolls and brings attention to online abuse at Olympics 
2026-02-13	japantimes	698ec83dc1fa2e60d4ea16be	 Japan’s ex-FX chief sees yen firming as Takaichi’s stance clears 
2026-02-12	abc-us	698ec66cc1fa2e60d4ea12e0	 Judge dismisses California deportation case for Mexican father of 3 U.S. Marines
2026-02-12	abc-us	698ec66cc1fa2e60d4ea12e5	 Judge blocks Trump administration from moving former death row inmates to 'Supermax' prison
2026-02-11	japantimes	698c2032a317c9d02ef1d3f4	 Kagiyama keeps gold in sight after trailing Malinin in short program 
2026-02-11	abc-us	698d62976e6392ce6c8cb7f9	 Kennedy Center head warns staff of cuts and 'skeletal' staffing during renovation closure
2026-02-12	abc-int	698ec653c1fa2e60d4ea1299	 Kim Jong Un's daughter close to be designated as future leader: S. Korea spy agency
2026-02-12	japantimes	698d63b96e6392ce6c8cba3d	 Koreans are shunning dangerous shipbuilding jobs envied by Trump 
2026-02-11	abc-int	698d62126e6392ce6c8cb636	 Kosovo's new parliament convenes, hurries to elect new government after deadlock
2026-02-11	abc-us	698d62986e6392ce6c8cb7fe	 Late NFL star Pat Tillman's brother pleads guilty to setting fire at post office
2026-02-12	abc-pol	698ec852c1fa2e60d4ea16fa	 Lawyers say access to 'Alligator Alcatraz' is still hard to get as a judge weighs the case
2026-02-11	japantimes	698c2036a317c9d02ef1d3ff	 Leader of Myanmar armed group says world is ignoring junta's deadly airstrikes 
2026-02-11	japantimes	698c2033a317c9d02ef1d3f5	 LeBron James sits out game to end 21-year All-NBA streak 
2026-02-11	abc-us	698d62996e6392ce6c8cb806	 Letters from a WWII soldier to his sweetheart offer an intimate picture of love during wartime
2026-02-12	japantimes	698d63b66e6392ce6c8cba35	 Lindsey Vonn says third surgery on broken leg was 'successful' 
2026-02-13	japantimes	698ec844c1fa2e60d4ea16c9	 Login.jp spotlights everyday Japan, one DJ set at a time 
2026-02-13	japantimes	698ec83ac1fa2e60d4ea16b6	 Looking at politics from a different perspective 
2026-02-12	abc-int	698ec652c1fa2e60d4ea1291	 Louis Vuitton’s Dutch arm to pay 500,000 euros to settle a money laundering case
2026-02-13	japantimes	698ec83bc1fa2e60d4ea16b9	 Love, engineered in the age of AI 
2026-02-12	japantimes	698d63b66e6392ce6c8cba33	 Macron on collision course with Germany over ‘buy European’ 
2026-02-11	abc-us	698c2063a317c9d02ef1d485	 Man convicted of killing salesman becomes first person executed in Florida this year
2026-02-11	abc-pol	698ec853c1fa2e60d4ea16fe	 McMaster backs Evette to replace him as South Carolina governor. Is Trump's endorsement next?
2026-02-11	abc-us	698d62966e6392ce6c8cb7f0	 Melania Trump says she doesn't eat 'much sweets' as she celebrates Valentine's Day with children
2026-02-12	abc-top	698ec836c1fa2e60d4ea16aa	 Mexico could be at risk of losing its measles elimination status
2026-02-11	abc-int	698d62126e6392ce6c8cb633	 Milei takes on Argentina's unions, drawing protests as senators debate his labor overhaul
2026-02-11	abc-int	698d62136e6392ce6c8cb639	 Militants ambush police in restive northwest Pakistan, killing 4 officers
2026-02-13	japantimes	698ec83cc1fa2e60d4ea16ba	 Mobsters and trash? New NYC mayor's rise stirs Staten Island ire 
2026-02-12	japantimes	698d63ba6e6392ce6c8cba41	 Musk reorganizes xAI after SpaceX merger and ahead of blockbuster IPO 
2026-02-11	abc-top	698d62d76e6392ce6c8cb903	 Nancy Guthrie case live updates: Man who was detained was under surveillance
2026-02-11	abc-int	698d62136e6392ce6c8cb63e	 NATO launches Arctic Sentry military effort as it seeks to move on from Greenland dispute
2026-02-11	japantimes	698d63bb6e6392ce6c8cba43	 NATO launches Arctic mission after Trump’s Greenland threats 
2026-02-11	abc-pol	698d63c36e6392ce6c8cba65	 Nebraska to hand over sensitive voter data to the Justice Department after court loss
2026-02-11	abc-int	698d62136e6392ce6c8cb63c	 New revelations from Epstein files take a toll across Europe
2026-02-12	abc-int	698ec651c1fa2e60d4ea128b	 Nursery worker in London sentenced to 18 years for abusing young children in his care
2026-02-12	abc-us	698ec66ec1fa2e60d4ea12ed	 Nurses on strike in New York approve new contracts at 2 of 3 hospital systems
2026-02-12	abc-us	698ec66dc1fa2e60d4ea12ea	 Oklahoma set to execute man convicted of double killing in 2006 drive-by shooting
2026-02-11	japantimes	698c202ea317c9d02ef1d3e9	 Over 60% of local governments in Japan listen to children's opinions 
2026-02-11	abc-int	698d62126e6392ce6c8cb634	 Passenger ferry capsizes on Nile River in Sudan, leaving at least 15 people dead
2026-02-13	japantimes	698ec840c1fa2e60d4ea16c2	 PayPay files for U.S. IPO and Nasdaq listing 
2026-02-13	japantimes	698ec83ac1fa2e60d4ea16b7	 Phillies release Nick Castellanos; player admits bringing beer into dugout 
2026-02-11	japantimes	698c2035a317c9d02ef1d3fc	 Pioneering computer scientist and Keio professor dies at 91 
2026-02-12	abc-int	698ec651c1fa2e60d4ea1289	 Police in France detain 9 people in suspected massive Louvre ticket fraud scheme
2026-02-11	abc-int	698d62146e6392ce6c8cb641	 Portugal's interior minister steps down over growing criticism over storm response
2026-02-11	abc-us	698d62966e6392ce6c8cb7f2	 Protesters in multiple states press Target to oppose the immigration crackdown in Minnesota
2026-02-11	abc-int	698d62126e6392ce6c8cb635	 Publisher: Dutch novelist and journalist Cees Nooteboom dies at 92
2026-02-12	abc-int	698ec652c1fa2e60d4ea128f	 Remote Canadian community grapples with aftermath of mass shooting that left 9 people dead
2026-02-12	abc-pol	698ec853c1fa2e60d4ea16fb	 RFK Jr. pledged more transparency. Here's what the public doesn't know anymore
2026-02-12	japantimes	698d63b36e6392ce6c8cba2c	 Robust earnings set off Shiseido's biggest stock rally in almost eight years 
2026-02-11	japantimes	698c2030a317c9d02ef1d3ef	 Ruling bloc’s election victory may affect BOJ monetary policy 
2026-02-11	abc-int	698d62146e6392ce6c8cb642	 Russia says it will stick to New START's nuclear arms limits as long as US does
2026-02-12	japantimes	698d63ba6e6392ce6c8cba40	 Russia, facing labor crunch worsened by war, pivots to India for workers 
2026-02-11	abc-int	698d62156e6392ce6c8cb647	 Russian drone kills a father and 3 children in Ukraine, pregnant mother badly injured
2026-02-12	japantimes	698d63b76e6392ce6c8cba36	 Russian war losses now exceed recruitment, Western officials say 
2026-02-11	japantimes	698d63bc6e6392ce6c8cba45	 ‘Sai: Disaster’: Evil has no clear shape or meaning 
2026-02-12	japantimes	698d63b36e6392ce6c8cba2d	 Sara Takanashi overcomes Beijing nightmare with bronze at 2026 Games 
2026-02-12	japantimes	698d63b86e6392ce6c8cba3b	 Scotty James and defending champion Ayumu Hirano soar into halfpipe final 
2026-02-13	japantimes	698ec842c1fa2e60d4ea16c6	 Season Two of 'Drops of God' serves a dark swirl of sibling drama 
2026-02-12	abc-us	698ec66dc1fa2e60d4ea12ec	 Seattle reaches $29M settlement with family of student from India killed by officer
2026-02-11	abc-int	698c1fd0a317c9d02ef1d3cd	 Shootings at school and home in northeastern British Columbia leave 10 dead, including shooter
2026-02-11	japantimes	698c2032a317c9d02ef1d3f3	 Singaporean skier Basha trained on inline skates ahead of giant slalom debut 
2026-02-11	abc-us	698d62986e6392ce6c8cb803	 Six months after explosion, Pennsylvania mill town sees hope but a history of disappointment
2026-02-13	japantimes	698ec83cc1fa2e60d4ea16bb	 SoftBank swings to profit on valuation boost from OpenAI bet 
2026-02-12	abc-int	698ec654c1fa2e60d4ea129c	 Some key figures about Bangladesh's parliamentary election
2026-02-12	abc-int	698ec651c1fa2e60d4ea128a	 South Africa will deploy troops to fight illegal mining, gang violence
2026-02-12	abc-int	698ec653c1fa2e60d4ea129a	 South Korea's former interior minister gets 7-year sentence for aiding martial law
2026-02-11	abc-int	698d62146e6392ce6c8cb640	 Sri Lankan court sentences 12 men to death over lawmaker killing during 2022 protests
2026-02-11	abc-int	698d62156e6392ce6c8cb648	 Study finds climate change set the stage for wildfires in Argentina and Chile
2026-02-13	japantimes	698ec839c1fa2e60d4ea16b3	 Superstar skater Ilia Malinin set to reach new heights at Milano Cortina Games 
2026-02-12	abc-int	698ec652c1fa2e60d4ea1290	 Swiss to vote on proposal by anti-immigration party to cap population at 10 million
2026-02-12	abc-int	698ec653c1fa2e60d4ea1294	 Syria says its forces have taken over al-Tanf base after a handover from the US
2026-02-11	japantimes	698c202da317c9d02ef1d3e7	 Taiwan says defense budget delay jeopardizes collective deterrence against China 
2026-02-12	japantimes	698d63b46e6392ce6c8cba30	 Taiwan leader warns countries in region are ‘next’ in case of China attack 
2026-02-13	japantimes	698ec83fc1fa2e60d4ea16c1	 Takaichi may visit South Korea in March 
2026-02-11	japantimes	698c202fa317c9d02ef1d3eb	 Telegram app faces further restrictions, possible fines as Russian authorities clamp down 
2026-02-11	japantimes	698c2033a317c9d02ef1d3f6	 Ten dead after mass shooting in Canadian province of British Columbia, police say 
2026-02-11	japantimes	698c202ea317c9d02ef1d3ea	 Thailand’s progressive party moves backward in polls 
2026-02-11	abc-us	698c2064a317c9d02ef1d489	 The economy is booming. So why is the job market lagging?
2026-02-11	abc-us	698d62986e6392ce6c8cb802	 The Latest: FAA lifts temporary closure of airspace over El Paso, Texas
2026-02-12	japantimes	698d63b36e6392ce6c8cba2b	 Toyota to begin sales of first U.S.-made EV 
2026-02-11	japantimes	698c2033a317c9d02ef1d3f7	 Trump to direct Pentagon to buy coal in bid to revive industry 
2026-02-11	japantimes	698c2036a317c9d02ef1d3fe	 Trump told police chief ‘everyone’ knew about Epstein, FBI document says 
2026-02-12	abc-pol	698ec852c1fa2e60d4ea16f9	 Trump nominates a hospitality executive to lead the National Park Service
2026-02-12	japantimes	698d63b76e6392ce6c8cba38	 Trump says no ‘definitive’ agreement with Netanyahu but U.S.-Iran talks will continue 
2026-02-12	japantimes	698ec847c1fa2e60d4ea16ce	 Trump pauses China tech bans ahead of Xi summit 
2026-02-12	japantimes	698ec848c1fa2e60d4ea16d0	 Trump revokes basis of U.S. climate regulation and ends vehicle emission standards 
2026-02-11	japantimes	698d63bd6e6392ce6c8cba46	 Trump’s ‘Stop the Steal’ lawyer pushed for voter fraud evidence from U.S. intelligence agency 
2026-02-13	japantimes	698ec83ac1fa2e60d4ea16b4	 Trump’s upheaval of the Atlantic alliance to loom over Munich security forum 
2026-02-11	abc-int	698d62156e6392ce6c8cb649	 Turkey's Erdogan replaces justice and interior ministers in reshuffle
2026-02-11	japantimes	698c2031a317c9d02ef1d3f1	 U.S. hands Canada first-ever Olympics shutout in stunning rout 
2026-02-11	japantimes	698d63bd6e6392ce6c8cba48	 U.S. lawmakers accuse Bondi of hiding names of Epstein associates 
2026-02-12	abc-int	698ec653c1fa2e60d4ea1296	 U.S. allies at NATO focus on Europe as the Trump administration steps back
2026-02-13	japantimes	698ec841c1fa2e60d4ea16c4	 Ukraine gets $35 billion in military aid pledges after attacks 
2026-02-12	abc-int	698ec653c1fa2e60d4ea1293	 UNICEF warns that child recruitment by armed groups in Haiti tripled last year
2026-02-11	abc-us	698d62976e6392ce6c8cb7fa	 US will send troops to Nigeria to train the military to fight extremism
2026-02-11	abc-us	698d62986e6392ce6c8cb800	 US Energy Secretary Chris Wright visits Venezuela to assess oil industry overhaul
2026-02-12	abc-us	698ec66cc1fa2e60d4ea12e2	 US Embassy closes DEA office in the Dominican Republic as it condemns corruption
2026-02-13	japantimes	698ec846c1fa2e60d4ea16cd	 Volodymyr Zelenskyy blasts IOC after Ukrainian banned for helmet honoring war victims 
2026-02-11	abc-int	698d62136e6392ce6c8cb63a	 What to know about the deadly shooting at a school in Canada
2026-02-11	abc-us	698d62976e6392ce6c8cb7fc	 What to know about the case of a teen found dead on cruise ship
2026-02-12	abc-int	698ec653c1fa2e60d4ea1297	 WhatsApp says Russia has tried to fully block the messaging app
2026-02-11	japantimes	698c2036a317c9d02ef1d3fd	 White House says Trump plans to rescind climate change finding key to auto rules 
2026-02-11	japantimes	698d63bc6e6392ce6c8cba44	 ‘Yakushima’s Illusion’: Medical reality with a mystic twist 
2026-02-11	japantimes	698c2034a317c9d02ef1d3fa	 Yen carry trade is a ‘ticking time bomb,’ warns BCA research 
2026-02-11	japantimes	698c2037a317c9d02ef1d400	 YouTube lawyer sees no addiction from half hour of videos a day in trial 
2026-02-11	breitbart	698d624a6e6392ce6c8cb79e	'Allahu Akbar': Terrorism Police Leading Investigation Into Stabbings at London School
2026-02-12	gbnews	698ec706c1fa2e60d4ea143b	'Big step forward!' Gender critic hails trans guidance as she pinpoints crucial safeguarding detail
2026-02-11	dnaindia	698d626d6e6392ce6c8cb7e7	'Caste System' in trains? PAC slams Indian Railways over cleanliness disparity, suggests these upgrades
2026-02-11	bbc-top	698d62be6e6392ce6c8cb87f	'Costly and devastating' error sees GB's Fear & Gibson miss medal
2026-02-12	breitbart	698ec871c1fa2e60d4ea174c	'Cover Up': UK Gov't Orders Deletion of Public Criminal Records Database
2026-02-11	japantoday	698d61e86e6392ce6c8cb5c0	'Dawson's Creek' star James Van Der Beek dies at 48
2026-02-12	gbnews-pol	698d622c6e6392ce6c8cb680	'Disturbing!' Green councillor has grandchildren write Valentine's Day cards to Crowborough 'asylum seekers'
2026-02-13	fox-latest	698ec7d5c1fa2e60d4ea15df	'Duck Dynasty’ star calls most of TV 'garbage,' says faith is why they stayed on air
2026-02-13	bbc-top	698ec644c1fa2e60d4ea124a	'Everyone knows somebody affected' - small Canadian town united in grief after mass shooting
2026-02-11	bbc-top	698c1f9da317c9d02ef1d2f8	'Fear and alienation': Senior Co-op staff complain of 'toxic' culture at the top
2026-02-12	gbnews	698ec706c1fa2e60d4ea1445	'Get out and talk to REAL people!' Richard Tice and Christopher Hope squabble in furious row over Jim Ratcliffe comments
2026-02-11	bbc-top	698d62be6e6392ce6c8cb886	'Hard to forgive' love cheat biathlete, says ex-girlfriend
2026-02-11	bbc-top	698d62be6e6392ce6c8cb88b	'It was terrifying': Tumbler Ridge's tight-knit community in shock after shooting
2026-02-11	gbnews	698c1fa7a317c9d02ef1d391	'Just bizarre!' Ex-FBI agent blows lid on Nancy Guthrie kidnap suspect's 'rookie mistake' as seen on CCTV
2026-02-11	gbnews-pol	698d622d6e6392ce6c8cb690	'Just pathetic!' Christopher Hope clashes with top Tory after MP accuses GB News of 'not holding Labour to account'
2026-02-11	gbnews-pol	698d622c6e6392ce6c8cb685	'Labour's 'one-in, one-out deal' is a farce - but it's at risk of becoming even more pathetic,' Patrick Christys slams
2026-02-12	gbnews	698ec706c1fa2e60d4ea1433	'Listen to us!' East Durham hairdresser issues heartfelt plea to Labour amid claims the North 'gets left behind'
2026-02-12	bbc-world	698ec78bc1fa2e60d4ea157d	'My son is dead': Swiss bar owners confronted by fire victim families
2026-02-13	bbc-top	698ec644c1fa2e60d4ea1246	'My husband stole £600k for sex and antiques' - drug side effects tearing families apart
2026-02-11	breitbart	698d62486e6392ce6c8cb789	'Real Housewives of New York City' Star Jill Zarin Fired from 'Golden Life' Reunion Show After Bashing Bad Bunny's Halftime Show
2026-02-13	gbnews	698ec706c1fa2e60d4ea1431	'Reset energy plan or face years of high bills and failing industry,' new report warns
2026-02-12	post-mill	698ec727c1fa2e60d4ea1473	'She's moved!': 12-year-old girl makes steps toward recovery after being shot in head, neck by Tumbler Ridge trans shooter 
2026-02-11	gbnews-pol	698d622d6e6392ce6c8cb698	'This is still happening!' Dawn Neesom tears into Labour MP over migrant crisis after 'unimaginable horror'
2026-02-12	dw	698ec7eac1fa2e60d4ea1609	'Threat to world peace': How Germans see the US now
2026-02-12	bbc-pol	698ec6d6c1fa2e60d4ea13e0	'Vast majority' of parents should be involved if children question their gender, schools told
2026-02-11	gbnews-pol	698d622d6e6392ce6c8cb69a	'We MUST take it seriously!' Richard Holden demands crackdown on fare dodgers and 'anti-social' thugs
2026-02-12	post-mill	698ec74dc1fa2e60d4ea1478	1.6 MILLION illegal immigrants have final orders of removal, 800,000 are convicted criminals: ICE Director Todd Lyons
2026-02-11	arutz-sheva	698c203fa317c9d02ef1d434	10 dead, including suspect, in school shooting in British Columbia, Canada
2026-02-11	post-mill	698c1fd5a317c9d02ef1d3cf	10 dead, including shooter in Tumbler Ridge, BC school massacre, suspect described as 'gun person' who was 'wearing dress with brown hair'
2026-02-11	cnbc-top	698d63ac6e6392ce6c8cba29	10-year Treasury yield moves higher on stronger-than-expected January jobs report
2026-02-11	post-mill	698d638a6e6392ce6c8cb9f1	12-year-old girl shot in head, neck by trans Tumbler Ridge school shooter survives surgery, fundraiser hits over $63,000
